"","xml_link","title.x","description","show_link","number_episodes","explicit","birthday","zodiac","podcast_id","average_rating","ratings_count","categories"
"485","https://paraphrase.libsyn.com/rss","Paraphrase","Paraphrase is a podcast all about literary beginnings, from the first words in novel to the first steps in a career. Host Stephen Fishbach asks novelists to discuss the craft and thematic decisions behind the beginnings of their books. ","http://paraphrasepodcast.com",15,"not explicit","Tue, 04 Dec 2018 20:05:48 +0000","Sagittarius","d8286744342dbaf217448e3d3c2cb186",5,55,"arts, arts-books"
"486","https://feeds.buzzsprout.com/234875.rss","Healing Out Lao'd","Created/Hosted by Rita Phetmixay (she/they), MA, LCSW, Licensed Psychotherapist, Wellness Coach, and Independent Audio Producer. Healing Out Lao'd explores the intersections of Lao diaspora storytelling x healing x tools for sustainability. While this show centers the Lao and broader Southeast Asian diaspora experience, anyone can benefit from this resource, especially those in the margins including BIPOC (Black Indigenous Persons of Color), survivors, thrivers, healers, movement builders, and so forth. In order to highlight the nuances of the diverse Lao diaspora experience, HOL casts diverse perspectives of what it means to be a child of refugees while also inspiring a new generation of folx to heal and move forward with their lives. This is one project to expand visions of the overall #LaoHealingMovement.","http://healingoutlaod.org",58,"not explicit","Fri, 15 Feb 2019 21:00:00 -0800","Aquarius","d935bc270a84b166920abc8fff0a38e0",5,73,"education, education-self-improvement, society-culture, society-culture-relationships"
"487","https://joboptional.libsyn.com/rss","Job Optional Podcast with Jenae Nicole","The Job Optional Podcast is created for Women of Color who are inspired to start a Small Business on the side of their current 9 to 5 grind. If you have a vision to use your passion to create a profitable Side Hustle, that will give you the Freedom to live Job Optional.
Each weekly episode will share actionable steps, key resources and powerful advice to inspire and motivate you and your business to success!","http://www.JenaeNicole.com",36,"not explicit","Mon, 20 Jul 2015 03:00:00 +0000","Cancer","d95a815690d0cff5d723f6640f03c859",5,79,"business, technology"
"488","https://podcasts.helloaudio.fm/podcast/77e14ea0-1e83-443b-b86e-a4b41311a4c8/P3rOjdOiLp","Naptime Empires with Nikki Elledge Brown: Refreshingly Honest Conversations for Entrepreneurial Moms","There’s no one RIGHT way to raise great humans, just like there’s no one RIGHT way to build a profitable business. That’s why it’s so comforting to know you’re not the only one trying to do both at the same time. Join me (Nikki Elledge Brown) and a brilliant lineup of family-focused entrepreneurs for the Naptime Empires™ podcast - refreshingly honest conversations on the realities of parenthood + entrepreneurship. Topics include motherhood, entrepreneurship (obvs), relationships, spirituality, inspiration, success, health, and fun (remember that?).","http://naptimeempires.com",83,"not explicit","Tue, 03 Jan 2017 11:58:06 GMT","Capricorn","da3198c9257e6b59eb94408656c3095f",5,83,"business-entrepreneurship, education-self-improvement, business, education"
"489","https://thriveloud.libsyn.com/rss","Thrive LOUD with Lou Diamond","Connecting you to the most amazing and inspiring people in the world today and how each of them is  taking their life, their business and their passions to the next level — by Thriving each and every day.","https://thriveloud.com/",879,"not explicit","Tue, 02 May 2017 20:14:34 +0000","Taurus","da6e822ed9236d5fc3a48edce212feb2",5,89,"business-entrepreneurship, business, business-marketing"
"490","https://gogetoutside.libsyn.com/rss","G.O. Get Outside Podcast - Everyday Active People Outdoors","G.O. Get Outside: The Podcast is a radio-style interview show for people who want to spend more time outdoors. Each episode of G.O. delves into the outdoor lifestyle of some everyday person who probably has more in common with you than you think. Whether you are BASE jumping off a flying unicorn or hiking around your neighborhood in between diaper changes, you have a place here.","http://www.gogetoutside.com",106,"not explicit","Tue, 01 Sep 2015 05:02:38 +0000","Virgo","da782c7b56444118b588c82bfc2ebbd1",5,61,"leisure, sports, sports-wilderness"
"491","https://chiropracticscience.com/feed/podcast/","Chiropractic Science","Chiropractic Science gets the word out about chiropractic research. Chiropractors, patients and the public will learn about chiropractic research from the experts who are doing the research. You'll get the information in plain English, not through the media, nor a middleman. The podcast is also intended to motivate and assist the chiropractor and student to pursue research careers in chiropractic science!!!!","https://chiropracticscience.com/",63,"explicit","Thu, 07 Aug 2014 13:50:55 +0000","Leo","da915d8d71fb9520b5117623ec2833f7",5,58,"health-fitness-alternative-health, health-fitness-medicine, health-fitness"
"492","https://feed.pippa.io/public/shows/5a5fdec3a4d96aa520f89227","On and Off Your Mat Yoga Podcast","A self-help podcast for yogis and HSP ready to let go of overwhelm and stress so that they can transform their sensitivity into a superpower. Join me to build your awareness, become embodied and turbo-charge your growth. Learn from the most inspiring and accomplished yoga teachers and coaches in the world with their personal stories, best-kept secrets, and most valuable tools and strategies.<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","https://www.erikabelanger.com/blog-podcast",172,"not explicit","Wed, 10 Jan 2018 23:38:41 GMT","Capricorn","dad07ed833203f8cc20fcae5fc84599b",5,69,"health-fitness-alternative-health, education, health-fitness, education-self-improvement, society-culture, society-culture-philosophy"
"493","https://feeds.simplecast.com/cJ8kxqfr","Sheikhing it Up with Sheikh Faiyaz","'Sheikhing it Up with Sheikh Faiyaz' offers unique reflections on spirituality, humanity, justice and contemporary issues from the lens of the Qur'an, the Prophet Muhammad, and his immaculate family.","https://sheikhfaiyaz.simplecast.com",191,"not explicit","Mon, 14 May 2018 19:47:00 +0000","Taurus","db8d56388a5123eecc60c35f274e9898",5,59,"religion-spirituality, islam, spirituality"
"494","http://filcorbitt.com/van-sounds?format=rss","Van Sounds","Music journalism, travel writing and experimental radio.","http://filcorbitt.com/van-sounds/",69,"not explicit","Tue, 28 Oct 2014 16:28:00 +0000","Scorpio","dbba799e349a42056cc2171505ec5b20",5,88,"society-culture-places-travel, society-culture, music"
"495","https://anchor.fm/s/13c587f4/podcast/rss","Celebration Church Orlando","Celebration Church Orlando","https://celebrationorl.hipcast.com/podcast/HJjyJb",266,"not explicit","Sun, 19 May 2019 21:59:00 GMT","Taurus","dc5100cd90faf3a58eec60370e854b9b",5,81,"spirituality, christianity, religion-spirituality"
"496","https://rss.art19.com/grumpy-old-geeks-podcast","Grumpy Old Geeks","<p>As one of the longest-running podcasts, ""Grumpy Old Geeks"" discovers what went wrong on the Internet, and who's to blame. Every week they cut through the BS from big tech and tell you what's really going on. With wide-ranging topics, this show has something for everyone. There is a reason Elon Musk, Mark Zuckerberg, and that crowd all hate this podcast. Listen and find out for yourself!</p>","https://gog.show/",598,"explicit","Mon, 25 Mar 2013 21:30:00 -0000","Aries","dc70a11a1927080ebab98be779ca4322",5,1000,"news-tech-news, technology, news"
"497","https://anchor.fm/s/7d07aa8/podcast/rss","Tokyo Tales - The Simon and Martina Podcast","We're Simon and Martina. We run a YouTube channel where we travel around Japan and the world. There are some stories we can't film.  For those, we'll share our Tokyo Tales.","http://www.youtube.com/simonandmartina",26,"not explicit","Mon, 02 Jul 2018 04:00:00 GMT","Cancer","dd1903e1b55e410ab63e2e251b7eba66",5,55,"society-culture-personal-journals, society-culture-places-travel, society-culture"
"498","https://feeds.captivate.fm/dowellampdogood/","Do Well & Do Good","This podcast tells the stories of people who have created financial freedom and leveraged it to increase their positive impact on the world.","http://dowellanddogood.co/episodes/",118,"explicit","Tue, 29 May 2018 17:27:42 -0500","Gemini","dd7f22da46fc4ae0c6a64dd57f4d8300",5,86,"business-careers, news, government, news-business-news, business"
"499","https://midwestreal.libsyn.com/rss","Midwest Real","A podcast and blog with an unquenchable lust for rabbit holes and open-minded inquiry. Each week, host Michael Phillip and fascinating guests dig into new and novel knowledge nuggets from the nether regions of the multiverse.","http://www.midwestreal.net",92,"explicit","Thu, 24 Jan 2013 17:40:00 +0000","Aquarius","de678a7d7b6d99c4f737b72036c86ebf",5,65,"society-culture-philosophy, society-culture, technology"
"500","https://iax.podomatic.com/rss2.xml","Iax Mixes EDM to keep you dancing.","



Follow @iaxyes


♪♪♫ http://iax.podomatic.com ♫♪♪


                                        A Mix of Electro, Electro , Breaks, Funky, Dirty House for one and all!                                  

add me...or don't....
                          
            

Iax on Facebook

Iax on Last.fm

Iax on Soundcloud

Iax on Youtube     




","https://www.podomatic.com/podcasts/iax",35,"not explicit","Sun, 24 Jun 2007 19:18:12 +0000","Cancer","de95278aa5b16cee9b9e5eae86bf0816",5,50,"music"
"501","https://feeds.megaphone.fm/HUM4543762721","Better Faster Podcast","The Better Faster Podcast is your go to place for all things Physical Therapy and Strength & Conditioning. Brandon Vaughn and Josh Jeffery are at the forefront of blending these two worlds, and they come together on the BFP to discuss the most relevant topics facing clinicians and coaches. Some of their guests are the brightest minds in the worlds of PT and S&C, and their conversations are the perfect length for your morning commute.","http://vertexpt.com",200,"explicit","Mon, 06 Nov 2017 05:00:00 -0000","Scorpio","df0ad1f5c8f52cfd280d84eddd70d82e",5,92,"health-fitness-fitness, health-fitness, education, health-fitness-alternative-health"
"502","https://nextlevel.libsyn.com/rss","Next Level Living with Chrissy","Chrissy is a entrepreneur, author, coach & dynamic communicator.  Each episode Chrissy will bring pivotal perspectives, transparency and successful strategies that will launch you into the next level of your life, health, purpose & beyond.","https://www.chrissyhelmer.com",100,"not explicit","Mon, 20 Aug 2018 10:30:00 +0000","Leo","df69e65d67c1dca383b1dc797efe14d2",5,60,"religion-spirituality, spirituality, christianity"
"503","https://cattycorner.libsyn.com/rss","Catty Corner by Catsbury Park","Catty Corner is a podcast about all things cat. Every week DJ Values will talk to the biggest and most influential people in the cat world. Everyone from advocates to authors, internet stars to famous cat owners and everyone and everything in between. No topics are off limits. If it’s about cats, then we are going to talk about it. 

Music by The Bouncing Souls
Production by Rob Acocella
Artwork by Richard Zimmerman","https://www.catsburypark.com/",27,"not explicit","Tue, 30 Oct 2018 04:05:05 +0000","Scorpio","dffecdc612c9fd5e905bafdf0cdeebd3",5,52,"kids-family, society-culture"
"504","https://siggyandj.libsyn.com/rss","Siggy and J","Scott Siegfried and Jared Videtich come to you Bay Area born and bred. They are former college baseball teammates who have been friends for over 20 years. They share a passion for sports and sarcasm and thought they should record an hour of both!","http://siggyandj.libsyn.com/website",148,"explicit","Sun, 18 Mar 2018 02:26:08 +0000","Pisces","e166c914f5858a7acf771e2f0923f5ae",5,51,"sports, news-sports-news, news"
"505","https://reefnewsnetwork.libsyn.com/rss","Reef News Network","Reef News Network is a weekly podcast dedicated to the Saltwater Enthusiast and Reefkeeping Hobbyists. Every week your hosts Peter, Jeremy, and Hilary will bring to you industry news, tips, listener calls, featured topics, and special guests. This show is fun and upbeat while being educational and informative, so remember to keep your eyes on your tank and your ears in the reef!","http://reefnewsnetwork.com",184,"not explicit","Thu, 22 Feb 2018 03:22:55 +0000","Pisces","e19f2c4e403e2927306fded438ba6220",5,74,"kids-family-pets-animals, leisure, leisure-hobbies, kids-family"
"506","https://feeds.feedburner.com/civilianmedical","Civilian Medical Podcast","The world is a dangerous place. The Civilian Medical Podcast aims to prepare and educate you for the day you hope never comes. Regardless of your skill level, we’ll be providing information on skills, products, techniques, mindset, as well as interviewing guests and experts in the field. Spend some time with us discussing medical training and skills you need, it just may save your life.","https://firearmsradio.net/category/podcasts/civilian-medical/",70,"not explicit","Wed, 27 Feb 2019 00:43:38 +0000","Pisces","e1e2001b446e816bb16f8e3246b92716",5,52,"science, sports, sports-wilderness"
"507","https://feeds.megaphone.fm/trypod","The TryPod","The Try Guys have swam with sharks, survived in the wild, shocked themselves with birthing simulators, and risked their lives for their videos. In this weekly podcast they dissect their experiences as internet creators and best friends who have made a living failing upwards.","https://tryguys.com/",209,"explicit","Mon, 29 Apr 2019 19:15:00 -0000","Taurus","e2bd23c58ea63ca8c8c6f6626fa438ca",5,1000,"comedy"
"508","https://www.spreaker.com/show/4372557/episodes/feed","Alter Ego Podcast","Join the Alter Ego Crew as we discuss the happenings of nerd culture. From Comic book movies to video games and everything in between. Join us as we speculate wildly, joke around and TRY to sound like professionals!","https://www.spreaker.com/show/alter-ego-podcast_1",142,"explicit","Mon, 04 May 2020 10:00:05 +0000","Taurus","e30347c91e2ccf11bcffd4696bb1d835",5,85,"society-culture, society-culture-philosophy"
"509","https://goingscared.libsyn.com/rss","The Going Scared Podcast with Jessica Honegger","Short, straightforward, and honest, this is your weekly dose of courage. Jessica and her guests will take you by the hand and help you see possibility where there may be fear.

-------

We are traveling through life addicted to anxiety or prone to paralysis. Eventually, these ways of coping fail us and those around us. So, how can we come to see our breakdowns as opportunities for our breakthroughs? It begins with taking the journey towards self-awareness. This new Know Thyself series is your step-by-step guide to discover how to pause, observe, and pivot so that you can respond to life’s curveballs with intention instead of reacting with anxiety or paralysis. I will share with you all the tools, tests, and people who have helped me along my own journey. You will walk away with the ability to step out of your own experience, observe your feelings, and, with compassionate curiosity, choose how to respond instead of react. Sound like freedom? Let’s go!","http://www.jessicahonegger.com/podcast/",178,"not explicit","Mon, 08 Jan 2018 16:30:06 +0000","Capricorn","e3bdfb739788a5b589d7377162c60fba",5,80,"society-culture, society-culture-personal-journals"
"510","https://feeds.feedburner.com/beenthereseenthere","Been There; Seen There","Join intrepid reporter Angus Beef, and his junior assistant semi-producer intern Beany Tuthail, as they show you a side of Dublin you’ve never seen before. ‘Been There, Seen There’ is a new six part series of guided tours of historic Dublin locations. The show takes you on a whirlwind tour of parks, monuments and museums, with a twist. Each episode is completely fictional. Listeners will be intrigued by false facts about Casino Marino (the infamous 18th century pleasure dome), thrilled to learn the of the mysterious secrets of the villainous sir Hugh Lane, and astounded at the mysteries of the Phoenix Park at night. The show will blend truth and fiction, creating a new way to appreciate North Dublin’s heritage sites – as listeners learn a litany of false facts and participate in an unexpectedly comedic radio drama.","https://garethstack.wordpress.com",6,"not explicit","Tue, 30 Jul 2013 18:09:38 +0000","Leo","e46495809e49ad13ddd1b339400f1ab6",5,79,"arts, music, arts-fashion-beauty"
"511","https://masterrandom.libsyn.com/rss","Master Random","It is a talk show that peeks through the clouds of the island way of life. Through stories, laughter, and pure human conversation, listeners get to hear the stories of people who are experiencing the island life in Guam. There's no guessing what they will talk about while keeping true to the name of Master Random.","http://www.masterrandom.com",240,"explicit","Wed, 11 Feb 2015 02:10:16 +0000","Aquarius","e58e6d689b2b0377910d9761d6aa8ab2",5,59,"society-culture, society-culture-personal-journals"
"512","https://queenofshitmountain.libsyn.com/rss","Queen of S-Mountain","Queen of S-Mountain is a music podcast hosted by LG, the front-woman for the greatest, all-female, queer, southern rock band of all time, Thelma and the Sleaze. Season One featured tour storytelling, with an oral history of the band, advice for DIY rockers, and hard truths about the music industry.  A dark and funny critique of the State of Music and life on the road for touring musicians. Season Two showcases the women of rock in this cultural moment, with tales of triumph, highlighting both the current and continuing female dominance in the industry, with interviews from beloved musicians, independent legends, and more.","http://www.patreon.com/QOSM",84,"explicit","Thu, 29 Nov 2018 22:33:12 +0000","Sagittarius","e5c984ea29802ffa8e2124448ad72e2c",5,84,"music-music-interviews, music"
"513","https://noblerecords.libsyn.com/rss","Vinyl Biography","Vinyl Biography is a podcast about your story, and music. Your discovery of vinyl, why it's important to you, and your history behind your collection.","http://noblerecordstore.com",26,"not explicit","Wed, 05 Dec 2018 01:36:26 +0000","Sagittarius","e6423c8ce986cceba30cea02e68eb02e",5,91,"arts, arts-books, music"
"514","https://sommtv.podomatic.com/rss2.xml","SOMM TV","<p>Jason Wise, the director of the SOMM films, takes you deep into wine, food, and the stories that surround it. From our films, upcoming shows and great wines of the world to sports, celebrities, and major events impacted by the culinary world. The SOMM TV podcast is simple, it's about everything.</p>","https://www.podomatic.com/podcasts/sommtv",166,"explicit","Wed, 26 Jun 2019 17:43:11 +0000","Cancer","e660c52cedaaa219d96906bd9ed284af",5,56,"arts, arts-food"
"515","https://becomingthelion.podbean.com/feed.xml","Becoming The Lion Podcast","Becoming The Lion is a podcast for people looking to take control of their life, and become leaders. You will learn from my successes and failures as I embark on my own journey of becoming a leader/entrepreneur/stregnth sport athlete. You will find great value in this podcast, enjoy!","https://becomingthelion.podbean.com",100,"not explicit","Mon, 18 Jun 2018 09:00:00 -0300","Gemini","e6dfedcb0ce235e22c2bdbcad4614f7a",5,56,"health-fitness"
"516","https://feeds.soundcloud.com/users/soundcloud:users:315695945/sounds.rss","Facts Only Podcast","ISSA PODCAST. Pull up and be a fly on the wall in our group chat! We Black. We Natural. We litt! Long live GHOE! NY>Everybody! #ItzFactsOnly

Follow us on instagram @ItzFactsOnly","https://soundcloud.com/itzfactsonly",3,"explicit","Mon, 04 May 2020 01:07:04 +0000","Taurus","e74df43463565771451257a8c7d5841a",5,71,"comedy"
"517","https://joelzaslofsky.com/feed/podcast/","Smart and Simple Matters: Creating Community, Simplicity, and Authenticity with You","Joel Zaslofsky – your community-animating, convention-challenging show host – taps into all his powerful (and often quirky) strategies in a diverse mix of conversations and solo episodes. For example, you’ll get chats with TED Talk hotshots like Andy Puddicombe on meditation, experts like Tsh Oxenreider on gratitude, humble influencers like Joshua Becker on minimalism, or Paleo superstars like Mark Sisson on Primal-living. The show has 100,000s of downloads because listeners love to deeply explore the slower side of life, simplicity through mindfulness, and intentional living … among other things. Do you need help with your “stuff,” personal relationships, or your relationship with money? Do you enjoy nerdy riffs about spreadsheets or casual references to 1990s music? Subscribe to Smart and Simple Matters now and download this popular, groovy show.","https://joelzaslofsky.com/",50,"explicit","Mon, 10 Aug 2015 07:00:18 +0000","Leo","e784d8ba4e79671ee80cac718d937e35",5,69,"society-culture, education, society-culture-philosophy, education-self-improvement"
"518","https://raisingadultspodcast.libsyn.com/rss","Raising Adults: Future Focused Parenting","If your parenting ever feels like a game of whack-a-mole, we’ve got you. If you are a Type-A planner who wants to parent proactively, we’re here for you. If you find yourself somewhere in between….that parent who longs to parent with intention, but often ends up reacting to situations as they arise, you are our people!

Our distinct philosophy - Future Focused Parenting – takes center stage on the podcast. We open every episode with our own personal “why” to demonstrate bringing intention to specific parenting issues. Then we dive into the “what” and “how” of each topic, moving quickly into actionable tools and strategies our listeners can start using right away.

As your co-hosts, we bring our professional experience to bear, but never fail to share our own struggles as parents. In addition, we have some unique differences in our personalities and beliefs. This dynamic creates a distinct feel, allowing our listeners to explore varying ways to approach parenting topics and ultimately decide what works for their family.

We invite you to listen to the groundbreaking parenting podcast that starts with the end in mind. Stop raising kids; start Raising Adults!","http://futurefocusedparenting.com",188,"not explicit","Thu, 06 Sep 2018 03:12:42 +0000","Virgo","e8b94cec41f317047d8a83b096f49015",5,61,"kids-family, education, kids-family-parenting"
"519","https://anchor.fm/s/8bf1c80/podcast/rss","Tale Lights Podcast","Texas professional educator, Erik Thormaehlen, sets out on an episodic journey of professional development. This podcast includes interviews with (mostly retired) coaches, superintendents, principals, teachers, and various professional educators. Usually the subject will be a retired AD/HFC but to keep it interesting, that’ll change from time to time.  Support this podcast: <a href=""https://podcasters.spotify.com/pod/show/erik-thormaehlen/support"" rel=""payment"">https://podcasters.spotify.com/pod/show/erik-thormaehlen/support</a>","www.talelightspodcast.com",55,"not explicit","Mon, 01 Apr 2019 10:32:48 GMT","Aries","e8ca285eb38d4ec16d0b51ff7b734e32",5,77,"education"
"520","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/edd59940-3b23-401b-b91c-ae32006cd418/a5f74b02-19fd-4173-b0b1-ae32006cd42a/podcast.rss","Inside the Studio","iHeartRadio presents “Inside The Studio,” an in-depth series featuring intimate conversations with some of music’s biggest stars and emerging talents. Each episode features an unscripted sit-down with artists on the verge of releasing new material – rounded out with a tour through their lives and discographies. “Inside The Studio” reveals previously unseen sides of artists, giving fans the sort of access that is missing from much of today’s music coverage. Inside the Studio is hosted by music journalist Jordan Runtagh (People, Rolling Stone, Entertainment Weekly, VH1), Co-Host of the iHeartMedia podcast ""Rivals: Music's Greatest Feuds' and host of iHeartMedia's new podcast ""Off The Record.'","https://www.iheart.com/podcast/1119-inside-the-studio-29407846/",120,"not explicit","Mon, 04 Jun 2018 16:16:00 +0000","Gemini","e8e3b0d41828d8848c26ad2c8930d063",5,92,"business-careers, music, business, music-music-interviews"
"521","https://unhcr.libsyn.com/rss","Awake At Night","What does it take to be a United Nations worker in some of the world’s most difficult and dangerous locations? How are health workers, humanitarians and peacekeepers racing to protect the most vulnerable populations from the threat of the COVID-19 virus? Stationed in remote locations and far from family, how are they coping themselves? To find out, Melissa Fleming, UN Under-Secretary-General for Global Communications, meets them.

Here you will discover extraordinary personal stories from people who devote their lives to helping others.","https://www.un.org/en/awake-at-night",79,"not explicit","Fri, 17 Aug 2018 13:34:59 +0000","Leo","e96b7df772f7a088226af7fe1808af2c",5,55,"government, news, news-news-commentary"
"522","https://dedeandjamie.libsyn.com/rss","Optimistically Overwhelmed","Let's face it, ""adulting"" is hard. Whether you are a single, independent woman, married with kids or anything in between, the daily juggle can be pretty overwhelming! When quitting is not an option, what is a woman to do? How do we find joy in the juggle? How do we stay optimistic in an overwhelming world? It's simple, find your tribe. 

DeDe and Chelsea have been friends since they were in 4th grade and even though so many years have passed they can still belly laugh, cry and encourage each other.   So, if you can relate to being overwhelmed, need some perspective and are simply interested in hearing real women share their stories ... then we invite you to sit down and listen in.","http://dedeandjamie.com",126,"not explicit","Sun, 20 Jan 2019 06:36:59 +0000","Aquarius","e991390e70c49bb7d9cc6946a8e46c76",5,55,"society-culture, health-fitness-mental-health, health-fitness, kids-family"
"523","http://www.dangerdanstalkshop.com/podcast/?format=rss","Danger Dan's Talk Shop","Motorcycles and the community around them.","http://www.dangerdanstalkshop.com/podcast/",100,"explicit","Wed, 14 Jul 2021 15:13:57 +0000","Cancer","e9b395dcec6382d8a27602f744f0e954",5,94,"leisure-automotive, leisure, sports"
"524","https://feeds.simplecast.com/4DSF2_lN","Shift Your Spirits","Fewer hearts and flowers than most New Age blather.","https://sladeroberson.com/",169,"not explicit","Wed, 29 Mar 2017 15:21:00 +0000","Aries","eaf06b03c01986ad249bc8286a0a6649",5,83,"spirituality, society-culture-personal-journals, society-culture, religion-spirituality"
"525","https://feeds.simplecast.com/ixC8CbJl","What Should We Draw","The show where we use the art of conversation to make art ABOUT a conversation!","https://headgum.com/what-should-we-draw",75,"explicit","Mon, 22 Feb 2016 20:15:50 +0000","Pisces","ec4954349b2eab6f2157e393b9c435a5",5,50,"arts, comedy, arts-visual-arts"
"526","https://www.spreaker.com/show/2223589/episodes/feed","Sayin it Plain w/ Tj Harris & Ms. Chelle","The Hottest Show on Radio for Political, Social and Cultural Talk along with  Interviews from Stars in the World of Entertainment and Beyond.  Sayin it Plain is Hosted by Author, Business Owner  and Progressive Liberal Political Insider TJ Harris and Co-Hosted by Certified Life Coach, Business Owner and Entertainment and Media Insider Ms. Chelle. <br />Sayin it Plain airs Live on Real 1100 AM in Atlanta @ 2PM ET Thursdays <a href=""http://www.sayinitplain.com/listenlive"" rel=""noopener"">www.sayinitplain.com/listenlive</a>","https://www.spreaker.com/show/sayinitplain",23,"explicit","Tue, 24 Mar 2020 18:29:56 +0000","Aries","ec656e0c2a3e59fd045bf9bf933dca9d",5,51,"news-politics, society-culture, news, news-entertainment-news"
"527","https://taboofx.libsyn.com/rss","Taboo FX","Can't get enough ""Taboo"" on FX? Dive deeper into the mysteries of Tom Hardy's thrilling TV series with weekly Instacasts and follow-up analysis of each episode. Following on the heels of their hit ""Westworld"" podcast, the Shat on TV team works with the audience to explain every twist and turn through interactive episodes and well-researched insights. Email: hosts@shatontv.com - Website: www.shatontv.com","https://shatpod.com/tv/",18,"explicit","Thu, 08 Dec 2016 17:21:51 +0000","Sagittarius","ed0696b5d918ed7c644c596a91c89d15",5,88,"tv-film, tv-film-film-reviews"
"528","https://feeds.megaphone.fm/generationanthropocene","Generation Anthropocene","Exploring the connection between humans, nature, and the powers shaping our new geologic age.
Hosted by Michael Osborne and produced by 14th Street Studios.","http://www.genanthro.com",97,"not explicit","Tue, 24 Jul 2012 00:00:00 -0000","Leo","eda637cf15f6f304dd8356d0a9d7fb7a",5,96,"science, science-earth-sciences"
"529","https://wholesale.libsyn.com/rss","Wholesale Made Easy","The Wholesale Made Easy podcast was created by the founders of Vendrive.com a platform that helps wholesale Amazon sellers streamline and grow their Amazon businesses. We're dedicated to providing valuable information to save you time and money.","https://vendrive.com/",44,"not explicit","Fri, 09 Nov 2018 20:55:09 +0000","Scorpio","edef46b84199f172e8dff5b63950fc85",5,75,"business"
"530","https://palestinianspodcast.libsyn.com/rss","Palestinians Podcast","Palestinians Podcast is a new venture to bring Palestinian narratives to a larger podcast and radio audience. We’re aiming to “re-humanize” Palestinians in the mainstream media through the telling of true and compelling stories told by Palestinians all over the world. We hope that you join us in this journey of learning more about Palestinian culture, people, and the mutual struggles, joys, and successes of everyday life.","http://www.palestinianspodcast.com",37,"not explicit","Thu, 07 Jan 2016 01:49:23 +0000","Capricorn","ee47c648e35727224e85d5cbb2f431f3",5,69,"society-culture-personal-journals, arts, society-culture"
"531","https://sellercast.libsyn.com/rss","Sellercast - Sell more on Amazon","Chris Guthrie is the host of the Sellercast show which teaches you how to sell more products on Amazon. In this podcast Chris interviews successful new and veteran Amazon FBA sellers and answers your questions to help you grow your business. If you sell physical products on Amazon as a private label seller or brand owner this show is for you. We cover topics like picking a product, getting reviews, Amazon PPC, copywriting, finding suppliers, generating traffic, marketing strategies and of course driving more sales on Amazon.","http://sellercast.libsyn.com/podcast",62,"not explicit","Fri, 25 Sep 2015 19:12:14 +0000","Libra","eebe851b82382ddabe60215f5b611a39",5,72,"business, business-investing"
"532","https://feeds.blubrry.com/feeds/the_glass_cannon.xml","The Glass Cannon Podcast","In the spirit of old-school tabletop role-playing games, a collection of five super-nerds engage in an Actual Play podcast of Paizo's Giantslayer Adventure Path. Using the rules of the Pathfinder RPG system, the Glass Cannon interweaves immersive storytelling with irreverent, improvised humor to deliver the experience of what it's really like to sit around a table rolling dice and ball-busting with your best buds.
In May of 2022, the original adventure came to an end and a new adventure began with the touring Glass Cannon Live! show playing the Strange Aeons Adventure Path converted to Pathfinder 2nd Edition as of Glass Cannon Live! Episode 38.
The Glass Cannon Podcast is an officially licensed podcast of Paizo, Inc.","https://glasscannonnetwork.com/",419,"explicit","Tue, 16 Jun 2015 00:01:00 -0400","Gemini","ef963ee68f82aac462864ee6c1b45470",5,1000,"leisure-games, leisure"
"533","https://feeds.buzzsprout.com/26904.rss","Faith in Business","The majority of your life is spent between Sundays. For many, that creates a tension between faith and living that faith out in the real world.This podcast is dedicated to helping you resolve that tension and discover your own unique genius in the process.Each week we share inspiring interviews and practical teaching to help you invite faith into your work in a fresh and encouraging way.It's not about preaching from your desk, it's about living excellently in what you do and using each opportunity as a moment to invite an encounter with something greater than yourself.Join Kevin Adams and Matt Ham, the cofounders of YouPrint, as they dive into this each and every week. This show is part of a weekly radio program called Wake Up Our Faith that is produced by Wilmington's Big Talker 106.7FM WFBT. The show airs every Wednesday on Facebook, YouTube and Twitter and is broadcast every Sunday in Southeastern North Carolina and various streaming services.You can call in questions or testimonies to (910) 777-7591 or email them to info@youprint.lifeCopyright 2019, YouPrint | Faith & Personal Development | www.youprint.life","http://www.youprint.life",39,"not explicit","Fri, 28 Oct 2016 00:00:00 -0400","Scorpio","efacd27febb14822ac67f6cc0fa5777a",5,51,"christianity, business-careers, religion-spirituality, business"
